target_pref_name,canonical_smiles,molecule_chembl_id,standard_value,standard_type,target_organism,Kd_M,pKd
STE20-related kinase adapter protein alpha,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,CHEMBL3137331,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,CHEMBL522892,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,CHEMBL1950289,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,CHEMBL3187723,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,CHEMBL1614707,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,CHEMBL3544983,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL601719,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl,CHEMBL3991929,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,CHEMBL230011,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,CHEMBL1236682,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,CHEMBL3301607,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,CHEMBL1879463,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,CHEMBL2028663,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,CHEMBL3218576,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,CHEMBL2103882,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,CHEMBL1088752,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,CHEMBL2105728,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,CHEMBL1090479,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,CHEMBL1236962,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,CHEMBL402548,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,CHEMBL372764,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CHEMBL1230609,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,CHEMBL2001019,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,CHEMBL572878,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,CHEMBL1738757,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,CHEMBL2325741,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL428690,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,CHEMBL377300,1137.0,Kd,Homo sapiens,1.137e-06,5.944239535312265
STE20-related kinase adapter protein alpha,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,CHEMBL2133806,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,CHEMBL3545076,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,CHEMBL206834,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,CHEMBL2079588,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CHEMBL1229517,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,CHEMBL283120,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,CHEMBL3991932,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,CHEMBL223360,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL941,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,CHEMBL2216870,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,CHEMBL3545366,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL1908360,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,CHEMBL2103830,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,CHEMBL2110732,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,CHEMBL3989868,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,CHEMBL3188267,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,CHEMBL2103840,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21,CHEMBL1615025,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,CHEMBL3590106,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,CHEMBL1236107,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CHEMBL574737,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,CHEMBL1241855,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL180022,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,CHEMBL475251,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,CHEMBL403989,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,CHEMBL1233300,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CHEMBL3545110,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,CHEMBL1091644,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,CHEMBL3989914,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,CHEMBL1094408,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,CHEMBL3991927,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)n[nH]2)cc(OC)c1,CHEMBL3184679,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COCc1c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)c(F)c2)c2c(N)ncnn2c1CN1CCOCC1,CHEMBL3991934,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL3991931,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,CHEMBL3348923,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,CHEMBL2103851,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CHEMBL445813,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,CHEMBL1614701,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CHEMBL491473,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1nc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2o1,CHEMBL3991933,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,CHEMBL2386889,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,CHEMBL2219422,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,CHEMBL483158,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CHEMBL296468,2807.0,Kd,Homo sapiens,2.807e-06,5.551757587365561
STE20-related kinase adapter protein alpha,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CHEMBL2105759,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,CHEMBL488436,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,CHEMBL1088751,672.0,Kd,Homo sapiens,6.720000000000001e-07,6.172630726946175
STE20-related kinase adapter protein alpha,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,CHEMBL3334567,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,CHEMBL571948,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,CHEMBL3301622,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,CHEMBL3128043,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CHEMBL521851,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,CHEMBL3182444,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,CHEMBL1614710,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,CHEMBL2396661,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO.Cl,CHEMBL3991935,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,CHEMBL3264002,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,CHEMBL2180604,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,CHEMBL1079175,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,CHEMBL1234354,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1822792,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CHEMBL288441,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CHEMBL189963,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,CHEMBL101253,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,CHEMBL274654,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,CHEMBL3039513,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,CHEMBL1230165,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1,CHEMBL3545360,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,CHEMBL3544964,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,CHEMBL482967,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,CHEMBL411907,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL477772,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CHEMBL3301610,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,CHEMBL3545083,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,CHEMBL1289601,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,CHEMBL415049,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,CHEMBL1944698,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,CHEMBL495727,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
STE20-related kinase adapter protein alpha,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
